,type,len,word,POS,stemmed,priorpolarity,score
2001,strongsubj,1,disdainfully,anypos,n,negative,-2
2002,weaksubj,1,disease,noun,n,negative,-1
2003,weaksubj,1,diseased,adj,n,negative,-1
2004,strongsubj,1,disfavor,verb,y,negative,-2
2005,strongsubj,1,disgrace,noun,n,negative,-2
2006,strongsubj,1,disgrace,verb,y,negative,-2
2007,strongsubj,1,disgraced,adj,n,negative,-2
2008,strongsubj,1,disgraceful,anypos,n,negative,-2
2009,strongsubj,1,disgracefully,anypos,n,negative,-2
2010,strongsubj,1,disgruntle,verb,y,negative,-2
2011,strongsubj,1,disgruntled,adj,n,negative,-2
2012,strongsubj,1,disgust,noun,n,negative,-2
2013,strongsubj,1,disgust,verb,y,negative,-2
2014,strongsubj,1,disgusted,adj,n,negative,-2
2015,strongsubj,1,disgustedly,anypos,n,negative,-2
2016,strongsubj,1,disgustful,adj,n,negative,-2
2017,strongsubj,1,disgustfully,anypos,n,negative,-2
2018,strongsubj,1,disgusting,anypos,n,negative,-2
2019,strongsubj,1,disgustingly,anypos,n,negative,-2
2020,strongsubj,1,dishearten,verb,y,negative,-2
2021,strongsubj,1,disheartening,anypos,n,negative,-2
2022,strongsubj,1,dishearteningly,anypos,n,negative,-2
2023,strongsubj,1,dishonest,adj,n,negative,-2
2024,strongsubj,1,dishonest,noun,n,negative,-2
2025,strongsubj,1,dishonestly,anypos,n,negative,-2
2026,strongsubj,1,dishonesty,noun,n,negative,-2
2027,strongsubj,1,dishonor,noun,n,negative,-2
2028,strongsubj,1,dishonor,verb,y,negative,-2
2029,strongsubj,1,dishonorable,adj,n,negative,-2
2030,strongsubj,1,dishonorablely,adverb,n,negative,-2
2031,strongsubj,1,disillusion,noun,n,negative,-2
2032,strongsubj,1,disillusion,verb,y,negative,-2
2033,strongsubj,1,disillusioned,adj,n,negative,-2
2034,strongsubj,1,disinclination,noun,n,negative,-2
2035,strongsubj,1,disinclined,anypos,n,negative,-2
2036,strongsubj,1,disingenuous,adj,n,negative,-2
2037,strongsubj,1,disingenuously,adverb,n,negative,-2
2038,weaksubj,1,disintegrate,verb,y,negative,-1
2039,weaksubj,1,disinterested,adj,n,negative,-1
2040,weaksubj,1,disintegration,noun,n,negative,-1
2041,strongsubj,1,disinterest,noun,n,negative,-2
2042,strongsubj,1,disinterested,adj,n,negative,-2
2043,strongsubj,1,dislike,verb,y,negative,-2
2044,weaksubj,1,dislocated,adj,n,negative,-1
2045,strongsubj,1,disloyal,adj,n,negative,-2
2046,strongsubj,1,disloyal,noun,n,negative,-2
2047,strongsubj,1,disloyalty,anypos,n,negative,-2
2048,strongsubj,1,dismal,adj,n,negative,-2
2049,strongsubj,1,dismally,anypos,n,negative,-2
2050,strongsubj,1,dismalness,noun,n,negative,-2
2051,strongsubj,1,dismay,noun,n,negative,-2
2052,strongsubj,1,dismay,verb,y,negative,-2
2053,strongsubj,1,dismayed,adj,n,negative,-2
2054,strongsubj,1,dismaying,anypos,n,negative,-2
2055,strongsubj,1,dismayingly,anypos,n,negative,-2
2056,strongsubj,1,dismissive,adj,n,negative,-2
2057,strongsubj,1,dismissive,noun,n,negative,-2
2058,strongsubj,1,dismissively,anypos,n,negative,-2
2059,strongsubj,1,disobedience,noun,n,negative,-2
2060,strongsubj,1,disobedient,adj,n,negative,-2
2061,strongsubj,1,disobey,verb,y,negative,-2
2062,strongsubj,1,disown,verb,y,negative,-2
2063,weaksubj,1,disorder,noun,n,negative,-1
2064,weaksubj,1,disorder,verb,y,negative,-1
2065,weaksubj,1,disordered,adj,n,negative,-1
2066,weaksubj,1,disorderly,adj,n,negative,-1
2067,strongsubj,1,disorganized,adj,n,negative,-2
2068,strongsubj,1,disorient,verb,y,negative,-2
2069,strongsubj,1,disoriented,adj,n,negative,-2
2070,strongsubj,1,disown,verb,y,negative,-2
2071,strongsubj,1,disparage,verb,y,negative,-2
2072,strongsubj,1,disparaging,adj,n,negative,-2
2073,strongsubj,1,disparagingly,anypos,n,negative,-2
2074,weaksubj,1,dispensable,adj,n,negative,-1
2075,strongsubj,1,dispirit,verb,y,negative,-2
2076,strongsubj,1,dispirited,adj,n,negative,-2
2077,strongsubj,1,dispiritedly,adverb,n,negative,-2
2078,strongsubj,1,dispiriting,anypos,y,negative,-2
2079,weaksubj,1,displace,verb,y,negative,-1
2080,weaksubj,1,displaced,adj,n,negative,-1
2081,strongsubj,1,displease,verb,y,negative,-2
2082,strongsubj,1,displeasing,adj,n,negative,-2
2083,strongsubj,1,displeasure,adj,n,negative,-2
2084,strongsubj,1,displeasure,noun,n,negative,-2
2085,strongsubj,1,disposition,noun,n,neutral,0
2086,weaksubj,1,disproportionate,adj,n,negative,-1
2087,strongsubj,1,disprove,verb,y,negative,-2
2088,strongsubj,1,disputable,anypos,n,negative,-2
2089,strongsubj,1,dispute,noun,n,negative,-2
2090,strongsubj,1,dispute,verb,y,negative,-2
2091,strongsubj,1,disputed,adj,n,negative,-2
2092,strongsubj,1,disquiet,verb,y,negative,-2
2093,strongsubj,1,disquieting,anypos,n,negative,-2
2094,strongsubj,1,disquietingly,anypos,n,negative,-2
2095,strongsubj,1,disquietude,noun,n,negative,-2
2096,strongsubj,1,disregard,adj,n,negative,-2
2097,strongsubj,1,disregard,noun,n,negative,-2
2098,strongsubj,1,disregardful,adj,n,negative,-2
2099,strongsubj,1,disreputable,adj,n,negative,-2
2100,strongsubj,1,disrepute,noun,n,negative,-2
2101,strongsubj,1,disrespect,verb,y,negative,-2
2102,strongsubj,1,disrespectable,adj,n,negative,-2
2103,strongsubj,1,disrespectablity,noun,n,negative,-2
2104,strongsubj,1,disrespectful,anypos,n,negative,-2
2105,strongsubj,1,disrespectfully,anypos,n,negative,-2
2106,strongsubj,1,disrespectfulness,noun,n,negative,-2
2107,strongsubj,1,disrespecting,adj,n,negative,-2
2108,strongsubj,1,disrespecting,noun,n,negative,-2
2109,strongsubj,1,disrupt,verb,y,negative,-2
2110,strongsubj,1,disruption,adj,n,negative,-2
2111,strongsubj,1,disruption,noun,n,negative,-2
2112,strongsubj,1,disruptive,adj,n,negative,-2
2113,strongsubj,1,dissatisfaction,adj,n,negative,-2
2114,strongsubj,1,dissatisfaction,noun,n,negative,-2
2115,strongsubj,1,dissatisfactory,adj,n,negative,-2
2116,strongsubj,1,dissatisfied,adj,n,negative,-2
2117,strongsubj,1,dissatisfy,verb,y,negative,-2
2118,strongsubj,1,dissatisfying,anypos,y,negative,-2
2119,strongsubj,1,dissemble,verb,y,negative,-2
2120,strongsubj,1,dissembler,noun,n,negative,-2
2121,strongsubj,1,dissension,noun,n,negative,-2
2122,strongsubj,1,dissent,adj,n,negative,-2
2123,strongsubj,1,dissent,noun,n,negative,-2
2124,strongsubj,1,dissenter,noun,n,negative,-2
2125,strongsubj,1,dissention,noun,n,negative,-2
2126,strongsubj,1,disservice,adj,n,negative,-2
2127,strongsubj,1,disservice,noun,n,negative,-2
2128,strongsubj,1,dissidence,noun,n,negative,-2
2129,strongsubj,1,dissident,adj,n,negative,-2
2130,strongsubj,1,dissident,noun,n,negative,-2
2131,strongsubj,1,dissidents,adj,n,negative,-2
2132,strongsubj,1,dissidents,noun,n,negative,-2
2133,strongsubj,1,dissocial,adj,n,negative,-2
2134,strongsubj,1,dissolute,adj,n,negative,-2
2135,weaksubj,1,dissolution,noun,n,negative,-1
2136,strongsubj,1,dissonance,noun,n,negative,-2
2137,strongsubj,1,dissonant,adj,n,negative,-2
2138,strongsubj,1,dissonantly,adverb,n,negative,-2
2139,strongsubj,1,dissuade,verb,y,negative,-2
2140,strongsubj,1,dissuasive,adj,n,negative,-2
2141,strongsubj,1,distaste,noun,n,negative,-2
2142,strongsubj,1,distasteful,adj,n,negative,-2
2143,strongsubj,1,distastefully,adverb,n,negative,-2
2144,weaksubj,1,distinct,adj,n,positive,1
2145,weaksubj,1,distinction,noun,n,positive,1
2146,weaksubj,1,distinctive,adj,n,positive,1
2147,weaksubj,1,distinctive,adj,n,positive,1
2148,weaksubj,1,distinctive,noun,n,positive,1
2149,weaksubj,1,distinctly,adj,n,neutral,0
2150,weaksubj,1,distinguish,verb,y,positive,1
2151,strongsubj,1,distinguished,adj,n,positive,2
2152,strongsubj,1,distort,verb,y,negative,-2
2153,strongsubj,1,distortion,adj,n,negative,-2
2154,strongsubj,1,distortion,noun,n,negative,-2
2155,weaksubj,1,distract,verb,y,negative,-1
2156,strongsubj,1,distracting,adj,n,negative,-2
2157,strongsubj,1,distraction,adj,n,negative,-2
2158,strongsubj,1,distraction,noun,n,negative,-2
2159,strongsubj,1,distraught,adj,n,negative,-2
2160,strongsubj,1,distraughtly,anypos,n,negative,-2
2161,strongsubj,1,distraughtness,noun,n,negative,-2
2162,strongsubj,1,distress,verb,y,negative,-2
2163,strongsubj,1,distressed,adj,n,negative,-2
2164,strongsubj,1,distressing,adj,n,negative,-2
2165,strongsubj,1,distressingly,anypos,n,negative,-2
2166,strongsubj,1,distrust,verb,y,negative,-2
2167,strongsubj,1,distrustful,adj,n,negative,-2
2168,strongsubj,1,distrusting,anypos,n,negative,-2
2169,strongsubj,1,disturb,verb,y,negative,-2
2170,strongsubj,1,disturbed,adj,n,negative,-2
2171,strongsubj,1,disturbed-let,adj,n,negative,-2
2172,strongsubj,1,disturbed-let,noun,n,negative,-2
2173,strongsubj,1,disturbing,anypos,n,negative,-2
2174,strongsubj,1,disturbingly,anypos,n,negative,-2
2175,strongsubj,1,disunity,noun,n,negative,-2
2176,strongsubj,1,disvalue,noun,n,negative,-2
2177,weaksubj,1,divergent,adj,n,negative,-1
2178,weaksubj,1,diversified,adj,n,positive,1
2179,weaksubj,1,divide,verb,y,negative,-1
2180,weaksubj,1,divided,adj,n,negative,-1
2181,strongsubj,1,divine,adj,n,positive,2
2182,strongsubj,1,divine,anypos,y,positive,2
2183,strongsubj,1,divinely,anypos,n,positive,2
2184,weaksubj,1,division,noun,n,negative,-1
2185,strongsubj,1,divisive,adj,n,negative,-2
2186,strongsubj,1,divisively,adverb,n,negative,-2
2187,strongsubj,1,divisiveness,noun,n,negative,-2
2188,weaksubj,1,divorce,noun,n,negative,-1
2189,weaksubj,1,divorce,verb,y,negative,-1
2190,weaksubj,1,divorced,adj,n,negative,-1
2191,strongsubj,1,dizzy,adj,n,negative,-2
2192,strongsubj,1,dizzing,adj,n,negative,-2
2193,strongsubj,1,dizzingly,adverb,n,negative,-2
2194,strongsubj,1,doddering,adj,n,negative,-2
2195,strongsubj,1,dodge,adj,n,positive,2
2196,strongsubj,1,dodge,noun,n,positive,2
2197,strongsubj,1,dodgey,adj,n,negative,-2
2198,strongsubj,1,dogged,adj,n,negative,-2
2199,strongsubj,1,doggedly,adverb,n,negative,-2
2200,strongsubj,1,dogmatic,adj,n,negative,-2
2201,strongsubj,1,doldrums,noun,n,negative,-2
2202,weaksubj,1,dominance,adj,n,negative,-1
2203,weaksubj,1,dominance,noun,n,negative,-1
2204,weaksubj,1,dominant,adj,n,neutral,0
2205,weaksubj,1,dominant,noun,n,neutral,0
2206,weaksubj,1,dominate,verb,y,negative,-1
2207,strongsubj,1,domination,adj,n,negative,-2
2208,strongsubj,1,domination,noun,n,negative,-2
2209,strongsubj,1,domineer,verb,y,negative,-2
2210,strongsubj,1,domineering,adj,n,negative,-2
2211,strongsubj,1,domineering,noun,n,negative,-2
2212,strongsubj,1,doom,verb,y,negative,-2
2213,strongsubj,1,doomsday,adj,n,negative,-2
2214,strongsubj,1,doomsday,noun,n,negative,-2
2215,weaksubj,1,dope,noun,n,negative,-1
2216,strongsubj,1,dote,verb,y,positive,2
2217,strongsubj,1,dotingly,adverb,n,positive,2
2218,strongsubj,1,doubt,noun,n,negative,-2
2219,strongsubj,1,doubt,verb,y,negative,-2
2220,strongsubj,1,doubtful,adj,n,negative,-2
2221,strongsubj,1,doubtfully,adverb,n,negative,-2
2222,strongsubj,1,doubtless,adverb,n,positive,2
2223,strongsubj,1,doubts,adj,n,negative,-2
2224,strongsubj,1,doubts,noun,n,negative,-2
2225,weaksubj,1,down,noun,n,negative,-1
2226,strongsubj,1,downbeat,adj,n,negative,-2
2227,strongsubj,1,downcast,adj,n,negative,-2
2228,strongsubj,1,downer,noun,n,negative,-2
2229,strongsubj,1,downfall,noun,n,negative,-2
2230,strongsubj,1,downfallen,noun,n,negative,-2
2231,weaksubj,1,downgrade,verb,y,negative,-1
2232,strongsubj,1,downhearted,adj,n,negative,-2
2233,strongsubj,1,downheartedly,adverb,n,negative,-2
2234,strongsubj,1,downright,anypos,n,neutral,0
2235,strongsubj,1,downside,noun,n,negative,-2
2236,strongsubj,1,drab,adj,n,negative,-2
2237,strongsubj,1,draconian,adj,n,negative,-2
2238,strongsubj,1,draconic,adj,n,negative,-2
2239,strongsubj,1,dragon,noun,n,negative,-2
2240,strongsubj,1,dragons,adj,n,negative,-2
2241,strongsubj,1,dragons,noun,n,negative,-2
2242,strongsubj,1,dragoon,verb,y,negative,-2
2243,strongsubj,1,drain,adj,n,negative,-2
2244,strongsubj,1,drain,noun,n,negative,-2
2245,strongsubj,1,drama,adj,n,negative,-2
2246,strongsubj,1,drama,noun,n,negative,-2
2247,strongsubj,1,dramatic,adj,n,neutral,0
2248,strongsubj,1,dramatically,anypos,n,neutral,0
2249,strongsubj,1,drastic,adj,n,negative,-2
2250,strongsubj,1,drastically,adj,n,negative,-2
2251,strongsubj,1,dread,anypos,n,negative,-2
2252,strongsubj,1,dread,verb,y,negative,-2
2253,strongsubj,1,dreadful,anypos,n,negative,-2
2254,strongsubj,1,dreadfully,anypos,n,negative,-2
2255,strongsubj,1,dreadfulness,noun,n,negative,-2
2256,weaksubj,1,dream,adj,n,positive,1
2257,weaksubj,1,dream,noun,n,positive,1
2258,strongsubj,1,dream,verb,y,positive,2
2259,strongsubj,1,dreamland,noun,n,positive,2
2260,weaksubj,1,dreams,adj,n,positive,1
2261,weaksubj,1,dreams,noun,n,positive,1
2262,weaksubj,1,dreamy,adj,n,positive,1
2263,strongsubj,1,dreary,adj,n,negative,-2
2264,weaksubj,1,drive,noun,n,positive,1
2265,weaksubj,1,driven,adj,n,positive,1
2266,strongsubj,1,drones,adj,n,negative,-2
2267,strongsubj,1,drones,noun,n,negative,-2
2268,weaksubj,1,droop,verb,y,negative,-1
2269,weaksubj,1,drought,adj,n,negative,-1
2270,weaksubj,1,drought,noun,n,negative,-1
2271,weaksubj,1,drowning,anypos,n,negative,-1
2272,strongsubj,1,drunk,adj,n,negative,-2
2273,strongsubj,1,drunkard,noun,n,negative,-2
2274,strongsubj,1,drunken,adj,n,negative,-2
2275,strongsubj,1,dubious,adj,n,negative,-2
2276,strongsubj,1,dubiously,adverb,n,negative,-2
2277,strongsubj,1,dubitable,adj,n,negative,-2
2278,weaksubj,1,dud,anypos,n,negative,-1
2279,weaksubj,1,dull,adj,n,negative,-1
2280,strongsubj,1,dullard,noun,n,negative,-2
2281,strongsubj,1,dumb,adj,n,negative,-2
2282,strongsubj,1,dumb,noun,n,negative,-2
2283,strongsubj,1,dumbfound,verb,y,negative,-2
2284,strongsubj,1,dumbfounded,adj,n,negative,-2
2285,strongsubj,1,dummy,noun,n,negative,-2
2286,weaksubj,1,dump,noun,n,negative,-1
2287,strongsubj,1,dunce,noun,n,negative,-2
2288,strongsubj,1,dungeon,noun,n,negative,-2
2289,strongsubj,1,dungeons,adj,n,negative,-2
2290,strongsubj,1,dungeons,noun,n,negative,-2
2291,strongsubj,1,dupe,verb,y,negative,-2
2292,weaksubj,1,durable,adj,n,positive,1
2293,weaksubj,1,durability,noun,n,positive,1
2294,weaksubj,1,dusty,adj,n,negative,-1
2295,weaksubj,1,duty,noun,n,neutral,0
2296,weaksubj,1,dwindle,verb,y,negative,-1
2297,weaksubj,1,dwindling,adj,n,negative,-1
2298,weaksubj,1,dynamic,adj,n,positive,1
2299,weaksubj,1,dying,anypos,n,negative,-1
2300,strongsubj,1,eager,adj,n,positive,2
2301,strongsubj,1,eagerly,anypos,n,positive,2
2302,strongsubj,1,eagerness,noun,n,positive,2
2303,strongsubj,1,earnest,adj,n,positive,2
2304,strongsubj,1,earnestly,anypos,n,positive,2
2305,strongsubj,1,earnestness,anypos,n,positive,2
2306,strongsubj,1,earsplitting,adj,n,negative,-2
2307,weaksubj,1,ease,noun,n,positive,1
2308,weaksubj,1,ease,verb,y,positive,1
2309,weaksubj,1,easier,anypos,y,positive,1
2310,weaksubj,1,easiest,anypos,y,positive,1
2311,weaksubj,1,easily,anypos,y,positive,1
2312,weaksubj,1,easiness,anypos,y,positive,1
2313,weaksubj,1,easy,adj,n,positive,1
2314,strongsubj,1,easygoing,adj,n,positive,2
2315,strongsubj,1,ebullience,noun,n,positive,2
2316,strongsubj,1,ebullient,adj,n,positive,2
2317,strongsubj,1,ebulliently,anypos,n,positive,2
2318,weaksubj,1,eccentric,adj,n,negative,-1
2319,weaksubj,1,eccentricity,noun,n,negative,-1
2320,strongsubj,1,eclectic,adj,n,positive,2
2321,weaksubj,1,economical,adj,n,positive,1
2322,strongsubj,1,ecstasies,noun,n,positive,2
2323,strongsubj,1,ecstasy,noun,n,positive,2
2324,strongsubj,1,ecstatic,adj,n,positive,2
2325,strongsubj,1,ecstatically,anypos,n,positive,2
2326,strongsubj,1,edgy,adj,n,negative,-2
2327,strongsubj,1,edify,verb,y,positive,2
2328,weaksubj,1,educable,adj,n,positive,1
2329,weaksubj,1,educated,adj,n,positive,1
2330,weaksubj,1,educational,adj,n,positive,1
2331,weaksubj,1,effective,adj,n,positive,1
2332,weaksubj,1,effectively,adverb,n,neutral,0
2333,weaksubj,1,effectiveness,noun,n,positive,1
2334,weaksubj,1,effectual,adj,n,positive,1
2335,weaksubj,1,efficacious,adj,n,positive,1
2336,weaksubj,1,efficiency,noun,n,positive,1
2337,weaksubj,1,efficient,adj,n,positive,1
2338,strongsubj,1,effigy,noun,n,negative,-2
2339,strongsubj,1,effortless,adj,n,positive,2
2340,strongsubj,1,effortlessly,adverb,n,positive,2
