,type,len,word,POS,stemmed,priorpolarity,score
6289,strongsubj,1,revel,noun,n,positive,2
6290,strongsubj,1,revel,verb,y,positive,2
6291,weaksubj,1,revelation,adj,n,positive,1
6292,weaksubj,1,revelation,noun,n,positive,1
6293,strongsubj,1,revelatory,anypos,y,neutral,0
6294,strongsubj,1,revenge,noun,n,negative,-2
6295,strongsubj,1,revenge,verb,y,negative,-2
6296,strongsubj,1,revengeful,adj,n,negative,-2
6297,strongsubj,1,revengefully,anypos,n,negative,-2
6298,strongsubj,1,revere,verb,y,positive,2
6299,strongsubj,1,reverence,noun,n,positive,2
6300,strongsubj,1,reverent,adj,n,positive,2
6301,strongsubj,1,reverently,adverb,n,positive,2
6302,weaksubj,1,revert,verb,y,negative,-1
6303,weaksubj,1,revival,noun,n,positive,1
6304,weaksubj,1,revive,verb,y,positive,1
6305,strongsubj,1,revile,verb,y,negative,-2
6306,strongsubj,1,reviled,adj,n,negative,-2
6307,weaksubj,1,revitalize,verb,y,positive,1
6308,weaksubj,1,revoke,verb,y,negative,-1
6309,weaksubj,1,revolt,verb,y,negative,-1
6310,strongsubj,1,revolting,anypos,n,negative,-2
6311,strongsubj,1,revoltingly,anypos,n,negative,-2
6312,weaksubj,1,revolution,adj,n,positive,1
6313,weaksubj,1,revolution,noun,n,positive,1
6314,strongsubj,1,revulsion,noun,n,negative,-2
6315,strongsubj,1,revulsive,adj,n,negative,-2
6316,strongsubj,1,reward,verb,y,positive,2
6317,strongsubj,1,rewarding,anypos,n,positive,2
6318,strongsubj,1,rewardingly,anypos,n,positive,2
6319,weaksubj,1,rhapsodize,verb,y,negative,-1
6320,weaksubj,1,rhetoric,adj,n,negative,-1
6321,weaksubj,1,rhetoric,noun,n,negative,-1
6322,strongsubj,1,rhetorical,adj,n,negative,-2
6323,strongsubj,1,rhetorical,noun,n,negative,-2
6324,weaksubj,1,rich,adj,n,positive,1
6325,weaksubj,1,riches,noun,n,positive,1
6326,strongsubj,1,richly,adverb,n,positive,2
6327,strongsubj,1,richness,noun,n,positive,2
6328,strongsubj,1,rid,verb,y,negative,-2
6329,strongsubj,1,ridicule,noun,n,negative,-2
6330,strongsubj,1,ridicule,verb,y,negative,-2
6331,strongsubj,1,ridiculous,anypos,n,negative,-2
6332,strongsubj,1,ridiculously,anypos,n,negative,-2
6333,strongsubj,1,rife,adj,n,negative,-2
6334,strongsubj,1,rift,adj,n,negative,-2
6335,strongsubj,1,rift,noun,n,negative,-2
6336,strongsubj,1,rifts,adj,n,negative,-2
6337,strongsubj,1,rifts,noun,n,negative,-2
6338,weaksubj,1,right,adj,n,positive,1
6339,weaksubj,1,right,noun,n,positive,1
6340,strongsubj,1,right,verb,y,positive,2
6341,strongsubj,1,righten,verb,y,positive,2
6342,strongsubj,1,righteous,adj,n,positive,2
6343,strongsubj,1,righteously,anypos,n,positive,2
6344,strongsubj,1,righteousness,noun,n,positive,2
6345,strongsubj,1,rightful,adj,n,positive,2
6346,strongsubj,1,rightfully,adverb,n,positive,2
6347,strongsubj,1,rightly,anypos,y,positive,2
6348,strongsubj,1,rightness,adj,n,positive,2
6349,strongsubj,1,rightness,noun,n,positive,2
6350,weaksubj,1,rights,adj,n,positive,1
6351,weaksubj,1,rights,noun,n,positive,1
6352,weaksubj,1,rigid,adj,n,negative,-1
6353,weaksubj,1,rigor,noun,n,negative,-1
6354,weaksubj,1,rigorous,adj,n,negative,-1
6355,strongsubj,1,rile,verb,y,negative,-2
6356,strongsubj,1,riled,anypos,n,negative,-2
6357,weaksubj,1,ripe,adj,n,positive,1
6358,weaksubj,1,risk,adj,n,negative,-1
6359,weaksubj,1,risk,noun,n,negative,-1
6360,weaksubj,1,risk-free,adj,n,positive,1
6361,weaksubj,1,risky,adj,n,negative,-1
6362,weaksubj,1,rival,noun,n,negative,-1
6363,weaksubj,1,rival,verb,y,negative,-1
6364,weaksubj,1,rivalry,noun,n,negative,-1
6365,strongsubj,1,roadblocks,adj,n,negative,-2
6366,strongsubj,1,roadblocks,noun,n,negative,-2
6367,weaksubj,1,robust,adj,n,positive,1
6368,weaksubj,1,rocky,adj,n,negative,-1
6369,strongsubj,1,rogue,adj,n,negative,-2
6370,strongsubj,1,rogue,noun,n,negative,-2
6371,strongsubj,1,rollercoaster,adj,n,negative,-2
6372,strongsubj,1,rollercoaster,noun,n,negative,-2
6373,strongsubj,1,romantic,anypos,y,positive,2
6374,strongsubj,1,romantically,anypos,y,positive,2
6375,strongsubj,1,romanticize,verb,y,positive,2
6376,strongsubj,1,rosy,adj,n,positive,2
6377,weaksubj,1,rot,noun,n,negative,-1
6378,weaksubj,1,rot,verb,y,negative,-1
6379,strongsubj,1,rotten,adj,n,negative,-2
6380,weaksubj,1,rough,adj,n,negative,-1
6381,strongsubj,1,rousing,adj,n,positive,2
6382,strongsubj,1,rubbish,noun,n,negative,-2
6383,strongsubj,1,rude,adj,n,negative,-2
6384,strongsubj,1,rue,adj,n,negative,-2
6385,strongsubj,1,rue,verb,y,negative,-2
6386,strongsubj,1,ruffian,noun,n,negative,-2
6387,weaksubj,1,ruffle,verb,y,negative,-1
6388,weaksubj,1,ruin,adj,n,negative,-1
6389,weaksubj,1,ruin,noun,n,negative,-1
6390,weaksubj,1,ruin,verb,y,negative,-1
6391,weaksubj,1,ruinous,adj,n,negative,-1
6392,strongsubj,1,rumbling,adj,n,negative,-2
6393,strongsubj,1,rumbling,noun,n,negative,-2
6394,strongsubj,1,rumor,adj,n,negative,-2
6395,strongsubj,1,rumor,noun,n,negative,-2
6396,strongsubj,1,rumors,adj,n,negative,-2
6397,strongsubj,1,rumors,noun,n,negative,-2
6398,strongsubj,1,rumours,adj,n,negative,-2
6399,strongsubj,1,rumours,noun,n,negative,-2
6400,strongsubj,1,rumple,verb,y,negative,-2
6401,strongsubj,1,run-down,adj,n,negative,-2
6402,strongsubj,1,runaway,verb,n,negative,-2
6403,weaksubj,1,rupture,noun,n,negative,-1
6404,weaksubj,1,rupture,verb,y,negative,-1
6405,strongsubj,1,rusty,adj,n,negative,-2
6406,strongsubj,1,ruthless,adj,n,negative,-2
6407,strongsubj,1,ruthlessly,anypos,n,negative,-2
6408,strongsubj,1,ruthlessness,noun,n,negative,-2
6409,strongsubj,1,sabotage,verb,y,negative,-2
6410,strongsubj,1,sacred,adj,n,positive,2
6411,strongsubj,1,sacrifice,adj,n,negative,-2
6412,strongsubj,1,sacrifice,noun,n,negative,-2
6413,strongsubj,1,sad,adj,n,negative,-2
6414,strongsubj,1,sad,anypos,y,negative,-2
6415,strongsubj,1,sadden,verb,y,negative,-2
6416,strongsubj,1,sadly,anypos,n,negative,-2
6417,strongsubj,1,sadness,noun,n,negative,-2
6418,weaksubj,1,safe,adj,n,positive,1
6419,strongsubj,1,safeguard,verb,y,positive,2
6420,weaksubj,1,sag,verb,y,negative,-1
6421,strongsubj,1,sagacity,noun,n,positive,2
6422,strongsubj,1,sage,adj,n,positive,2
6423,strongsubj,1,sagely,adverb,n,positive,2
6424,strongsubj,1,saint,noun,n,positive,2
6425,strongsubj,1,saintliness,noun,n,positive,2
6426,strongsubj,1,saintly,adj,n,positive,2
6427,weaksubj,1,salable,adj,n,positive,1
6428,strongsubj,1,salacious,adj,n,negative,-2
6429,weaksubj,1,salivate,verb,y,positive,1
6430,strongsubj,1,salutary,adj,n,positive,2
6431,strongsubj,1,salute,verb,y,positive,2
6432,strongsubj,1,salvation,noun,n,positive,2
6433,strongsubj,1,sanctimonious,adj,n,negative,-2
6434,strongsubj,1,sanctimonious,noun,n,negative,-2
6435,strongsubj,1,sanctify,verb,y,positive,2
6436,strongsubj,1,sanction,verb,y,positive,2
6437,strongsubj,1,sanctity,noun,n,positive,2
6438,strongsubj,1,sanctuary,adj,n,positive,2
6439,strongsubj,1,sanctuary,noun,n,positive,2
6440,strongsubj,1,sanguine,adj,n,positive,2
6441,strongsubj,1,sane,adj,n,positive,2
6442,strongsubj,1,sanity,adj,n,positive,2
6443,strongsubj,1,sanity,noun,n,positive,2
6444,strongsubj,1,sap,verb,y,negative,-2
6445,strongsubj,1,sarcasm,noun,n,negative,-2
6446,strongsubj,1,sarcastic,adj,n,negative,-2
6447,strongsubj,1,sarcastically,adverb,n,negative,-2
6448,strongsubj,1,sardonic,adj,n,negative,-2
6449,strongsubj,1,sardonically,adverb,n,negative,-2
6450,strongsubj,1,sass,noun,n,negative,-2
6451,strongsubj,1,sass,verb,y,negative,-2
6452,strongsubj,1,satirical,adj,n,negative,-2
6453,strongsubj,1,satirize,verb,y,negative,-2
6454,strongsubj,1,satisfaction,adj,n,positive,2
6455,strongsubj,1,satisfaction,noun,n,positive,2
6456,strongsubj,1,satisfactorily,adverb,n,positive,2
6457,strongsubj,1,satisfactory,adj,n,positive,2
6458,weaksubj,1,satisfy,verb,y,positive,1
6459,weaksubj,1,satisfying,adj,n,positive,1
6460,strongsubj,1,savage,adj,n,negative,-2
6461,strongsubj,1,savage,noun,n,negative,-2
6462,strongsubj,1,savage,verb,y,negative,-2
6463,strongsubj,1,savaged,adj,n,negative,-2
6464,strongsubj,1,savagely,anypos,n,negative,-2
6465,strongsubj,1,savagery,noun,n,negative,-2
6466,strongsubj,1,savages,noun,n,negative,-2
6467,weaksubj,1,savor,verb,y,positive,1
6468,strongsubj,1,savvy,adj,n,positive,2
6469,weaksubj,1,scandal,adj,n,negative,-1
6470,weaksubj,1,scandal,noun,n,negative,-1
6471,strongsubj,1,scandalize,verb,y,negative,-2
6472,strongsubj,1,scandalized,adj,n,negative,-2
6473,strongsubj,1,scandalous,anypos,n,negative,-2
6474,strongsubj,1,scandalously,anypos,n,negative,-2
6475,strongsubj,1,scandals,noun,n,negative,-2
6476,weaksubj,1,scant,adj,n,negative,-1
6477,strongsubj,1,scapegoat,noun,n,negative,-2
6478,strongsubj,1,scar,noun,n,negative,-2
6479,strongsubj,1,scar,verb,y,negative,-2
6480,strongsubj,1,scarred,adj,n,negative,-2
6481,weaksubj,1,scarce,adj,n,negative,-1
6482,strongsubj,1,scarcely,anypos,n,negative,-2
6483,weaksubj,1,scarcity,noun,n,negative,-1
6484,strongsubj,1,scare,verb,y,negative,-2
6485,strongsubj,1,scared,adj,n,negative,-2
6486,strongsubj,1,scarier,adj,n,negative,-2
6487,strongsubj,1,scariest,adj,n,negative,-2
6488,strongsubj,1,scarily,anypos,n,negative,-2
6489,strongsubj,1,scars,adj,n,negative,-2
6490,strongsubj,1,scars,noun,n,negative,-2
6491,strongsubj,1,scary,adj,n,negative,-2
6492,strongsubj,1,scary,anypos,n,negative,-2
6493,strongsubj,1,scathing,adj,n,negative,-2
6494,strongsubj,1,scathingly,anypos,n,negative,-2
6495,weaksubj,1,scenic,adj,n,positive,1
6496,weaksubj,1,scheme,noun,n,negative,-1
6497,weaksubj,1,scheme,verb,y,negative,-1
6498,strongsubj,1,scheming,anypos,n,negative,-2
6499,weaksubj,1,scholarly,adj,n,neutral,0
6500,strongsubj,1,scoff,verb,y,negative,-2
6501,strongsubj,1,scoffingly,anypos,n,negative,-2
6502,strongsubj,1,scold,verb,y,negative,-2
6503,strongsubj,1,scolding,noun,n,negative,-2
6504,strongsubj,1,scoldingly,anypos,n,negative,-2
6505,strongsubj,1,scorching,anypos,n,negative,-2
6506,strongsubj,1,scorchingly,anypos,n,negative,-2
6507,strongsubj,1,scorn,verb,y,negative,-2
6508,strongsubj,1,scornful,anypos,n,negative,-2
6509,strongsubj,1,scornfully,anypos,n,negative,-2
6510,strongsubj,1,scoundrel,noun,n,negative,-2
6511,strongsubj,1,scourge,noun,n,negative,-2
6512,strongsubj,1,scowl,noun,n,negative,-2
6513,strongsubj,1,scowl,verb,y,negative,-2
6514,strongsubj,1,scream,verb,y,negative,-2
6515,strongsubj,1,screaming,adj,n,neutral,0
6516,strongsubj,1,screamingly,adverb,n,neutral,0
6517,strongsubj,1,screech,noun,n,negative,-2
6518,strongsubj,1,screech,verb,y,negative,-2
6519,weaksubj,1,screw,verb,y,negative,-1
6520,strongsubj,1,scruples,noun,n,positive,2
6521,strongsubj,1,scrupulous,adj,n,positive,2
6522,strongsubj,1,scrupulously,anypos,n,positive,2
6523,strongsubj,1,scrutinize,verb,y,neutral,0
6524,strongsubj,1,scrutiny,adj,n,neutral,0
6525,strongsubj,1,scrutiny,noun,n,neutral,0
6526,strongsubj,1,scum,noun,n,negative,-2
6527,strongsubj,1,scummy,adj,n,negative,-2
6528,strongsubj,1,seamless,adj,n,positive,2
6529,weaksubj,1,seasoned,adj,n,positive,1
6530,strongsubj,1,second-class,adj,n,negative,-2
6531,weaksubj,1,second-tier,adj,n,negative,-1
6532,weaksubj,1,secretive,adj,n,negative,-1
6533,weaksubj,1,secretive,noun,n,negative,-1
6534,weaksubj,1,secure,adj,n,positive,1
6535,weaksubj,1,securely,adverb,n,positive,1
6536,weaksubj,1,security,adj,n,positive,1
6537,weaksubj,1,security,noun,n,positive,1
6538,weaksubj,1,sedentary,adj,n,negative,-1
6539,strongsubj,1,seductive,adj,n,positive,2
6540,strongsubj,1,seedy,adj,n,negative,-2
6541,weaksubj,1,seem,anypos,y,neutral,0
6542,strongsubj,1,seemingly,anypos,y,neutral,0
6543,strongsubj,1,seethe,verb,y,negative,-2
6544,strongsubj,1,seething,adj,n,negative,-2
6545,weaksubj,1,selective,adj,n,positive,1
6546,strongsubj,1,self-coup,adj,n,negative,-2
6547,strongsubj,1,self-coup,noun,n,negative,-2
6548,strongsubj,1,self-criticism,adj,n,negative,-2
6549,strongsubj,1,self-criticism,noun,n,negative,-2
6550,weaksubj,1,self-defeating,adj,n,negative,-1
6551,strongsubj,1,self-destructive,adj,n,negative,-2
6552,strongsubj,1,self-determination,adj,n,positive,2
6553,strongsubj,1,self-determination,noun,n,positive,2
6554,weaksubj,1,self-examination,adj,n,neutral,0
6555,weaksubj,1,self-examination,noun,n,neutral,0
6556,strongsubj,1,self-humiliation,adj,n,negative,-2
6557,strongsubj,1,self-humiliation,noun,n,negative,-2
6558,strongsubj,1,self-interest,adj,n,negative,-2
6559,strongsubj,1,self-interest,noun,n,negative,-2
6560,strongsubj,1,self-interested,anypos,n,negative,-2
6561,strongsubj,1,self-respect,noun,n,positive,2
6562,strongsubj,1,self-satisfaction,adj,n,positive,2
6563,strongsubj,1,self-satisfaction,noun,n,positive,2
6564,strongsubj,1,self-serving,adj,n,negative,-2
6565,strongsubj,1,self-serving,noun,n,negative,-2
6566,weaksubj,1,self-sufficiency,adj,n,positive,1
6567,weaksubj,1,self-sufficiency,noun,n,positive,1
6568,weaksubj,1,self-sufficient,adj,n,positive,1
6569,strongsubj,1,selfinterested,anypos,n,negative,-2
6570,strongsubj,1,selfish,anypos,n,negative,-2
6571,strongsubj,1,selfishly,anypos,n,negative,-2
6572,strongsubj,1,selfishness,noun,n,negative,-2
6573,weaksubj,1,semblance,noun,n,positive,1
6574,strongsubj,1,senile,adj,n,negative,-2
6575,strongsubj,1,sensation,adj,n,positive,2
6576,strongsubj,1,sensation,noun,n,positive,2
6577,strongsubj,1,sensational,anypos,n,positive,2
6578,strongsubj,1,sensationalize,anypos,y,negative,-2
6579,strongsubj,1,sensationally,anypos,n,positive,2
6580,strongsubj,1,sensations,adj,n,positive,2
6581,strongsubj,1,sensations,noun,n,positive,2
6582,weaksubj,1,sense,adj,n,positive,1
6583,weaksubj,1,sense,verb,y,positive,1
6584,weaksubj,1,sense,noun,n,positive,1
6585,strongsubj,1,senseless,adj,n,negative,-2
6586,strongsubj,1,senselessly,anypos,n,negative,-2
6587,strongsubj,1,sensible,anypos,n,positive,2
6588,strongsubj,1,sensibly,anypos,n,positive,2
6589,weaksubj,1,sensitive,adj,n,positive,1
6590,weaksubj,1,sensitive,noun,n,positive,1
6591,strongsubj,1,sensitively,anypos,y,positive,2
6592,strongsubj,1,sensitivity,adj,n,positive,2
6593,strongsubj,1,sensitivity,noun,n,positive,2
6594,strongsubj,1,sentiment,adj,n,positive,2
6595,strongsubj,1,sentiment,noun,n,positive,2
6596,strongsubj,1,sentimentality,anypos,y,positive,2
6597,strongsubj,1,sentimentally,anypos,y,positive,2
6598,strongsubj,1,sentiments,anypos,n,positive,2
6599,strongsubj,1,serene,adj,n,positive,2
6600,strongsubj,1,serenity,noun,n,positive,2
6601,strongsubj,1,serious,anypos,n,negative,-2
6602,strongsubj,1,seriously,anypos,n,negative,-2
6603,strongsubj,1,seriousness,noun,n,negative,-2
6604,strongsubj,1,sermonize,verb,y,negative,-2
6605,strongsubj,1,servitude,noun,n,negative,-2
6606,weaksubj,1,settle,adj,n,positive,1
6607,strongsubj,1,set-up,adj,n,negative,-2
6608,strongsubj,1,set-up,noun,n,negative,-2
6609,weaksubj,1,sever,adj,n,negative,-1
6610,weaksubj,1,severe,adj,n,negative,-1
6611,strongsubj,1,severe,anypos,n,negative,-2
6612,strongsubj,1,severely,anypos,n,negative,-2
6613,strongsubj,1,severity,noun,n,negative,-2
6614,strongsubj,1,sexy,adj,n,positive,2
6615,strongsubj,1,shabby,adj,n,negative,-2
6616,strongsubj,1,shadow,verb,y,negative,-2
6617,weaksubj,1,shadowy,adj,n,negative,-1
6618,strongsubj,1,shady,adj,n,negative,-2
6619,weaksubj,1,shake,verb,y,negative,-1
6620,weaksubj,1,shaky,adj,n,negative,-1
6621,weaksubj,1,shallow,adj,n,negative,-1
6622,strongsubj,1,sham,adj,n,negative,-2
6623,strongsubj,1,shambles,adj,n,negative,-2
6624,strongsubj,1,shame,noun,n,negative,-2
6625,strongsubj,1,shame,verb,y,negative,-2
6626,strongsubj,1,shameful,adj,n,negative,-2
6627,strongsubj,1,shameful,noun,n,negative,-2
6628,strongsubj,1,shamefully,anypos,n,negative,-2
6629,strongsubj,1,shamefully,noun,n,negative,-2
6630,strongsubj,1,shamefulness,noun,n,negative,-2
6631,strongsubj,1,shameless,adj,n,negative,-2
6632,strongsubj,1,shamelessly,anypos,n,negative,-2
6633,strongsubj,1,shamelessness,noun,n,negative,-2
6634,strongsubj,1,shark,noun,n,negative,-2
6635,weaksubj,1,sharp,adj,n,negative,-1
6636,weaksubj,1,sharply,adverb,n,negative,-1
6637,strongsubj,1,shatter,verb,y,negative,-2
6638,strongsubj,1,sheer,adj,n,negative,-2
6639,weaksubj,1,shelter,noun,n,positive,1
6640,weaksubj,1,shelter,verb,y,positive,1
6641,weaksubj,1,shield,verb,y,positive,1
6642,strongsubj,1,shimmer,anypos,y,positive,2
6643,strongsubj,1,shimmering,anypos,y,positive,2
6644,strongsubj,1,shimmeringly,anypos,n,positive,2
6645,weaksubj,1,shine,anypos,y,positive,1
6646,weaksubj,1,shiny,adj,n,positive,1
6647,strongsubj,1,shiny,anypos,n,positive,2
6648,strongsubj,1,shirk,verb,y,negative,-2
6649,strongsubj,1,shirker,anypos,n,negative,-2
6650,weaksubj,1,shipwreck,noun,n,negative,-1
6651,strongsubj,1,shiver,verb,y,negative,-2
6652,strongsubj,1,shock,adj,n,negative,-2
6653,strongsubj,1,shock,noun,n,negative,-2
6654,strongsubj,1,shock,verb,y,negative,-2
6655,strongsubj,1,shocking,adj,n,negative,-2
6656,strongsubj,1,shockingly,anypos,n,negative,-2
6657,strongsubj,1,shoddy,adj,n,negative,-2
6658,weaksubj,1,short-lived,adj,n,negative,-1
6659,weaksubj,1,shortage,noun,n,negative,-1
6660,strongsubj,1,shortchange,verb,y,negative,-2
6661,strongsubj,1,shortcoming,noun,n,negative,-2
6662,strongsubj,1,shortcomings,noun,n,negative,-2
6663,strongsubj,1,shortsighted,anypos,n,negative,-2
6664,strongsubj,1,shortsightedness,anypos,n,negative,-2
6665,weaksubj,1,should,anypos,y,neutral,0
6666,weaksubj,1,show,anypos,y,neutral,0
6667,weaksubj,1,showdown,adj,n,negative,-1
6668,weaksubj,1,showdown,noun,n,negative,-1
6669,weaksubj,1,shred,noun,n,negative,-1
6670,weaksubj,1,shred,verb,y,negative,-1
6671,strongsubj,1,shrew,noun,n,negative,-2
6672,strongsubj,1,shrewd,adj,n,positive,2
6673,strongsubj,1,shrewdly,adverb,n,positive,2
6674,strongsubj,1,shrewdness,noun,n,positive,2
6675,strongsubj,1,shriek,verb,y,negative,-2
6676,strongsubj,1,shrill,adj,n,negative,-2
6677,strongsubj,1,shrill,noun,n,negative,-2
6678,strongsubj,1,shrilly,anypos,n,negative,-2
6679,strongsubj,1,shrivel,verb,y,negative,-2
6680,strongsubj,1,shroud,verb,y,negative,-2
6681,strongsubj,1,shrouded,verb,n,negative,-2
6682,weaksubj,1,shrug,noun,n,negative,-1
6683,weaksubj,1,shrug,verb,y,negative,-1
6684,strongsubj,1,shun,verb,y,negative,-2
6685,strongsubj,1,shunned,adj,n,negative,-2
6686,strongsubj,1,shy,adj,n,negative,-2
6687,strongsubj,1,shyly,adverb,n,negative,-2
6688,strongsubj,1,shyness,noun,n,negative,-2
6689,weaksubj,1,sick,adj,n,negative,-1
6690,weaksubj,1,sicken,verb,y,negative,-1
6691,strongsubj,1,sickly,adverb,n,negative,-2
6692,strongsubj,1,sickening,adj,n,negative,-2
6693,strongsubj,1,sickening,anypos,n,negative,-2
6694,strongsubj,1,sickeningly,anypos,n,negative,-2
6695,weaksubj,1,sickness,noun,n,negative,-1
6696,strongsubj,1,sidetrack,verb,y,negative,-2
6697,strongsubj,1,sidetracked,adj,n,negative,-2
6698,weaksubj,1,siege,noun,n,negative,-1
6699,weaksubj,1,signals,adj,n,neutral,0
6700,weaksubj,1,signals,noun,n,neutral,0
6701,weaksubj,1,significant,adj,n,positive,1
6702,weaksubj,1,significance,noun,n,positive,1
6703,weaksubj,1,signify,verb,y,positive,1
6704,strongsubj,1,sillily,anypos,n,negative,-2
6705,strongsubj,1,silly,anypos,n,negative,-2
6706,strongsubj,1,simmer,verb,y,negative,-2
6707,weaksubj,1,simple,adj,n,positive,1
6708,strongsubj,1,simplicity,noun,n,positive,2
6709,weaksubj,1,simplified,adj,n,positive,1
6710,weaksubj,1,simplify,verb,y,positive,1
6711,strongsubj,1,simplistic,adj,n,negative,-2
6712,strongsubj,1,simplistic,noun,n,negative,-2
6713,strongsubj,1,simplistically,anypos,n,negative,-2
6714,weaksubj,1,simply,anypos,y,neutral,0
6715,strongsubj,1,sin,adj,n,negative,-2
6716,strongsubj,1,sin,noun,n,negative,-2
6717,strongsubj,1,sinful,adj,n,negative,-2
6718,strongsubj,1,sinfully,adverb,n,negative,-2
6719,strongsubj,1,sincere,adj,n,positive,2
6720,strongsubj,1,sincerely,anypos,n,positive,2
6721,weaksubj,1,sincerity,adj,n,positive,1
6722,weaksubj,1,sincerity,noun,n,positive,1
6723,strongsubj,1,sinister,adj,n,negative,-2
6724,strongsubj,1,sinisterly,anypos,n,negative,-2
6725,weaksubj,1,sinking,adj,n,negative,-1
6726,weaksubj,1,sinking,noun,n,negative,-1
6727,strongsubj,1,skeletons,adj,n,negative,-2
6728,strongsubj,1,skeletons,noun,n,negative,-2
6729,strongsubj,1,skeptical,adj,n,negative,-2
6730,strongsubj,1,skeptical,noun,n,negative,-2
6731,strongsubj,1,skeptically,anypos,n,negative,-2
6732,strongsubj,1,skepticism,adj,n,negative,-2
6733,strongsubj,1,skepticism,noun,n,negative,-2
6734,weaksubj,1,sketchy,adj,n,negative,-1
6735,weaksubj,1,skill,noun,n,positive,1
6736,weaksubj,1,skilled,adj,n,positive,1
6737,strongsubj,1,skillful,adj,n,positive,2
6738,strongsubj,1,skillful,noun,n,positive,2
6739,strongsubj,1,skillfully,adverb,n,positive,2
6740,weaksubj,1,skimpy,adj,n,negative,-1
6741,strongsubj,1,skittish,adj,n,negative,-2
6742,strongsubj,1,skittish,anypos,y,negative,-2
6743,strongsubj,1,skittishly,anypos,n,negative,-2
6744,strongsubj,1,skulk,verb,y,negative,-2
6745,weaksubj,1,skyrocketing,adj,n,negative,-1
6746,weaksubj,1,slack,adj,n,negative,-1
6747,strongsubj,1,slander,noun,n,negative,-2
6748,strongsubj,1,slander,verb,y,negative,-2
6749,strongsubj,1,slanderer,noun,n,negative,-2
6750,strongsubj,1,slanderous,adj,n,negative,-2
6751,strongsubj,1,slanderously,anypos,n,negative,-2
6752,strongsubj,1,slanders,adj,n,negative,-2
6753,strongsubj,1,slanders,noun,n,negative,-2
6754,strongsubj,1,slap,verb,y,negative,-2
6755,strongsubj,1,slashing,adj,n,negative,-2
6756,strongsubj,1,slashing,noun,n,negative,-2
6757,weaksubj,1,slaughter,adj,n,negative,-1
6758,weaksubj,1,slaughter,noun,n,negative,-1
6759,weaksubj,1,slaughter,verb,y,negative,-1
6760,weaksubj,1,slaughtered,adj,n,negative,-1
6761,strongsubj,1,slaves,adj,n,negative,-2
6762,strongsubj,1,slaves,noun,n,negative,-2
6763,strongsubj,1,sleazy,adj,n,negative,-2
6764,weaksubj,1,sleek,adj,n,positive,1
6765,weaksubj,1,sleepy,adj,n,neutral,0
6766,weaksubj,1,slender,adj,n,positive,1
6767,weaksubj,1,slight,adj,n,negative,-1
6768,weaksubj,1,slight,noun,n,negative,-1
6769,weaksubj,1,slight,verb,y,negative,-1
6770,weaksubj,1,slightly,adverb,n,negative,-1
6771,weaksubj,1,slim,adj,n,positive,1
6772,weaksubj,1,slim,noun,n,positive,1
6773,strongsubj,1,slime,noun,n,negative,-2
6774,strongsubj,1,sloppy,adj,n,negative,-2
6775,strongsubj,1,sloppily,adverb,n,negative,-2
6776,strongsubj,1,sloth,noun,n,negative,-2
6777,strongsubj,1,slothful,adj,n,negative,-2
6778,weaksubj,1,slow,adj,n,negative,-1
6779,weaksubj,1,slowly,adverb,n,negative,-1
6780,weaksubj,1,slow-moving,adj,n,negative,-1
6781,weaksubj,1,slug,noun,n,negative,-1
6782,weaksubj,1,sluggish,adj,n,negative,-1
6783,weaksubj,1,slump,adj,n,negative,-1
6784,weaksubj,1,slump,noun,n,negative,-1
6785,strongsubj,1,slur,noun,n,negative,-2
6786,strongsubj,1,sly,adj,n,negative,-2
6787,strongsubj,1,smack,adj,n,negative,-2
6788,strongsubj,1,smack,noun,n,negative,-2
6789,strongsubj,1,smart,adj,n,positive,2
6790,strongsubj,1,smart,verb,y,positive,2
6791,strongsubj,1,smarter,adj,n,positive,2
6792,strongsubj,1,smartest,anypos,n,positive,2
6793,strongsubj,1,smartly,anypos,n,positive,2
6794,weaksubj,1,smash,noun,n,negative,-1
6795,weaksubj,1,smash,verb,y,negative,-1
6796,weaksubj,1,smear,verb,y,negative,-1
6797,weaksubj,1,smelling,anypos,y,negative,-1
6798,strongsubj,1,smile,noun,n,positive,2
6799,strongsubj,1,smile,verb,y,positive,2
6800,strongsubj,1,smiling,adj,n,positive,2
6801,strongsubj,1,smilingly,adverb,n,positive,2
6802,strongsubj,1,smitten,verb,y,positive,2
6803,strongsubj,1,smokescreen,adj,n,negative,-2
6804,strongsubj,1,smokescreen,noun,n,negative,-2
6805,strongsubj,1,smolder,verb,y,negative,-2
6806,strongsubj,1,smoldering,adj,n,negative,-2
6807,weaksubj,1,smooth,adj,n,positive,1
6808,strongsubj,1,smother,verb,y,negative,-2
6809,strongsubj,1,smoulder,verb,y,negative,-2
6810,strongsubj,1,smouldering,anypos,n,negative,-2
6811,strongsubj,1,smug,adj,n,negative,-2
6812,strongsubj,1,smugly,adverb,n,negative,-2
6813,strongsubj,1,smut,noun,n,negative,-2
6814,strongsubj,1,smuttier,adj,n,negative,-2
6815,strongsubj,1,smuttiest,adj,n,negative,-2
6816,strongsubj,1,smutty,adj,n,negative,-2
6817,weaksubj,1,snare,noun,n,negative,-1
6818,weaksubj,1,snarl,noun,n,negative,-1
6819,weaksubj,1,snarl,verb,y,negative,-1
6820,weaksubj,1,snatch,verb,y,negative,-1
6821,weaksubj,1,sneak,noun,n,negative,-1
6822,weaksubj,1,sneak,verb,y,negative,-1
